FIPS,COUNTY_NAME,STATE_FIPS,STATE
06073 ,"SAN DIEGO COUNTY, CA",   06 ,CA
06075 ,"SAN FRANCISCO COUNTY, CA",   06 ,CA
06077 ,"SAN JOAQUIN COUNTY, CA",   06 ,CA
06079 ,"SAN LUIS OBISPO COUNTY, CA",   06 ,CA
06081 ,"SAN MATEO COUNTY, CA",   06 ,CA
06083 ,"SANTA BARBARA COUNTY, CA",   06 ,CA
06085 ,"SANTA CLARA COUNTY, CA",   06 ,CA
06087 ,"SANTA CRUZ COUNTY, CA",   06 ,CA
06089 ,"SHASTA COUNTY, CA",   06 ,CA
06091 ,"SIERRA COUNTY, CA",   06 ,CA
06093 ,"SISKIYOU COUNTY, CA",   06 ,CA
06095 ,"SOLANO COUNTY, CA",   06 ,CA
06097 ,"SONOMA COUNTY, CA",   06 ,CA
06099 ,"STANISLAUS COUNTY, CA",   06 ,CA
06101 ,"SUTTER COUNTY, CA",   06 ,CA
06103 ,"TEHAMA COUNTY, CA",   06 ,CA
06105 ,"TRINITY COUNTY, CA",   06 ,CA
06107 ,"TULARE COUNTY, CA",   06 ,CA
06109 ,"TUOLUMNE COUNTY, CA",   06 ,CA
06111 ,"VENTURA COUNTY, CA",   06 ,CA
06113 ,"YOLO COUNTY, CA",   06 ,CA
06115 ,"YUBA COUNTY, CA",   06 ,CA
12000 ,"FLORIDA, FL",   12 ,FL
12001 ,"ALACHUA COUNTY, FL",   12 ,FL
12003 ,"BAKER COUNTY, FL",   12 ,FL
12005 ,"BAY COUNTY, FL",   12 ,FL
12007 ,"BRADFORD COUNTY, FL",   12 ,FL
12009 ,"BREVARD COUNTY, FL",   12 ,FL
12011 ,"BROWARD COUNTY, FL",   12 ,FL
12013 ,"CALHOUN COUNTY, FL",   12 ,FL
12015 ,"CHARLOTTE COUNTY, FL",   12 ,FL
12017 ,"CITRUS COUNTY, FL",   12 ,FL
12019 ,"CLAY COUNTY, FL",   12 ,FL
12021 ,"COLLIER COUNTY, FL",   12 ,FL
12023 ,"COLUMBIA COUNTY, FL",   12 ,FL
12025 ,"DADE COUNTY, FL",   12 ,FL
12027 ,"DESOTO COUNTY, FL",   12 ,FL
12029 ,"DIXIE COUNTY, FL",   12 ,FL
12031 ,"DUVAL COUNTY, FL",   12 ,FL
12033 ,"ESCAMBIA COUNTY, FL",   12 ,FL
12035 ,"FLAGLER COUNTY, FL",   12 ,FL
12037 ,"FRANKLIN COUNTY, FL",   12 ,FL
12039 ,"GADSDEN COUNTY, FL",   12 ,FL
12041 ,"GILCHRIST COUNTY, FL",   12 ,FL
12043 ,"GLADES COUNTY, FL",   12 ,FL
12045 ,"GULF COUNTY, FL",   12 ,FL
12047 ,"HAMILTON COUNTY, FL",   12 ,FL
12049 ,"HARDEE COUNTY, FL",   12 ,FL
12051 ,"HENDRY COUNTY, FL",   12 ,FL
12053 ,"HERNANDO COUNTY, FL",   12 ,FL
12055 ,"HIGHLANDS COUNTY, FL",   12 ,FL
12057 ,"HILLSBOROUGH COUNTY, FL",   12 ,FL
12059 ,"HOLMES COUNTY, FL",   12 ,FL
12061 ,"INDIAN RIVER COUNTY, FL",   12 ,FL
12063 ,"JACKSON COUNTY, FL",   12 ,FL
12065 ,"JEFFERSON COUNTY, FL",   12 ,FL
12067 ,"LAFAYETTE COUNTY, FL",   12 ,FL
12069 ,"LAKE COUNTY, FL",   12 ,FL
12071 ,"LEE COUNTY, FL",   12 ,FL
12073 ,"LEON COUNTY, FL",   12 ,FL
12075 ,"LEVY COUNTY, FL",   12 ,FL
12077 ,"LIBERTY COUNTY, FL",   12 ,FL
12079 ,"MADISON COUNTY, FL",   12 ,FL
12081 ,"MANATEE COUNTY, FL",   12 ,FL
12083 ,"MARION COUNTY, FL",   12 ,FL
12085 ,"MARTIN COUNTY, FL",   12 ,FL
12087 ,"MONROE COUNTY, FL",   12 ,FL
12089 ,"NASSAU COUNTY, FL",   12 ,FL
12091 ,"OKALOOSA COUNTY, FL",   12 ,FL
12093 ,"OKEECHOBEE COUNTY, FL",   12 ,FL
12095 ,"ORANGE COUNTY, FL",   12 ,FL
12097 ,"OSCEOLA COUNTY, FL",   12 ,FL
12099 ,"PALM BEACH COUNTY, FL",   12 ,FL
12101 ,"PASCO COUNTY, FL",   12 ,FL
12103 ,"PINELLAS COUNTY, FL",   12 ,FL
12105 ,"POLK COUNTY, FL",   12 ,FL
12107 ,"PUTNAM COUNTY, FL",   12 ,FL
12109 ,"ST. JOHNS COUNTY, FL",   12 ,FL
12111 ,"ST. LUCIE COUNTY, FL",   12 ,FL
12113 ,"SANTA ROSA COUNTY, FL",   12 ,FL
12115 ,"SARASOTA COUNTY, FL",   12 ,FL
12117 ,"SEMINOLE COUNTY, FL",   12 ,FL
12119 ,"SUMTER COUNTY, FL",   12 ,FL
12121 ,"SUWANNEE COUNTY, FL",   12 ,FL
12123 ,"TAYLOR COUNTY, FL",   12 ,FL
12125 ,"UNION COUNTY, FL",   12 ,FL
12127 ,"VOLUSIA COUNTY, FL",   12 ,FL
12129 ,"WAKULLA COUNTY, FL",   12 ,FL
12131 ,"WALTON COUNTY, FL",   12 ,FL
12133 ,"WASHINGTON COUNTY, FL",   12 ,FL
13000 ,"GEORGIA, GA",   13 ,GA
13001 ,"APPLING COUNTY, GA",   13 ,GA
13003 ,"ATKINSON COUNTY, GA",   13 ,GA
13005 ,"BACON COUNTY, GA",   13 ,GA
13007 ,"BAKER COUNTY, GA",   13 ,GA
13009 ,"BALDWIN COUNTY, GA",   13 ,GA
13011 ,"BANKS COUNTY, GA",   13 ,GA
13013 ,"BARROW COUNTY, GA",   13 ,GA
13015 ,"BARTOW COUNTY, GA",   13 ,GA
13017 ,"BEN HILL COUNTY, GA",   13 ,GA
13019 ,"BERRIEN COUNTY, GA",   13 ,GA
13021 ,"BIBB COUNTY, GA",   13 ,GA
13023 ,"BLECKLEY COUNTY, GA",   13 ,GA
13025 ,"BRANTLEY COUNTY, GA",   13 ,GA
13027 ,"BROOKS COUNTY, GA",   13 ,GA
13029 ,"BRYAN COUNTY, GA",   13 ,GA
13031 ,"BULLOCH COUNTY, GA",   13 ,GA
13033 ,"BURKE COUNTY, GA",   13 ,GA
13035 ,"BUTTS COUNTY, GA",   13 ,GA
13037 ,"CALHOUN COUNTY, GA",   13 ,GA
13039 ,"CAMDEN COUNTY, GA",   13 ,GA
13043 ,"CANDLER COUNTY, GA",   13 ,GA
13045 ,"CARROLL COUNTY, GA",   13 ,GA
13047 ,"CATOOSA COUNTY, GA",   13 ,GA
13049 ,"CHARLTON COUNTY, GA",   13 ,GA
13051 ,"CHATHAM COUNTY, GA",   13 ,GA
13053 ,"CHATTAHOOCHEE COUNTY, GA",   13 ,GA
13055 ,"CHATTOOGA COUNTY, GA",   13 ,GA
13057 ,"CHEROKEE COUNTY, GA",   13 ,GA
13059 ,"CLARKE COUNTY, GA",   13 ,GA
13061 ,"CLAY COUNTY, GA",   13 ,GA
13063 ,"CLAYTON COUNTY, GA",   13 ,GA
13065 ,"CLINCH COUNTY, GA",   13 ,GA
13067 ,"COBB COUNTY, GA",   13 ,GA
13069 ,"COFFEE COUNTY, GA",   13 ,GA
13071 ,"COLQUITT COUNTY, GA",   13 ,GA
13073 ,"COLUMBIA COUNTY, GA",   13 ,GA
13075 ,"COOK COUNTY, GA",   13 ,GA
13077 ,"COWETA COUNTY, GA",   13 ,GA
13079 ,"CRAWFORD COUNTY, GA",   13 ,GA
13081 ,"CRISP COUNTY, GA",   13 ,GA
13083 ,"DADE COUNTY, GA",   13 ,GA
13085 ,"DAWSON COUNTY, GA",   13 ,GA
13087 ,"DECATUR COUNTY, GA",   13 ,GA
13089 ,"DEKALB COUNTY, GA",   13 ,GA
13091 ,"DODGE COUNTY, GA",   13 ,GA
13093 ,"DOOLY COUNTY, GA",   13 ,GA
13095 ,"DOUGHERTY COUNTY, GA",   13 ,GA
13097 ,"DOUGLAS COUNTY, GA",   13 ,GA
13099 ,"EARLY COUNTY, GA",   13 ,GA
13101 ,"ECHOLS COUNTY, GA",   13 ,GA
13103 ,"EFFINGHAM COUNTY, GA",   13 ,GA
13105 ,"ELBERT COUNTY, GA",   13 ,GA
13107 ,"EMANUEL COUNTY, GA",   13 ,GA
13109 ,"EVANS COUNTY, GA",   13 ,GA
13111 ,"FANNIN COUNTY, GA",   13 ,GA
13113 ,"FAYETTE COUNTY, GA",   13 ,GA
13115 ,"FLOYD COUNTY, GA",   13 ,GA
13117 ,"FORSYTH COUNTY, GA",   13 ,GA
13119 ,"FRANKLIN COUNTY, GA",   13 ,GA
13121 ,"FULTON COUNTY, GA",   13 ,GA
13123 ,"GILMER COUNTY, GA",   13 ,GA
13125 ,"GLASCOCK COUNTY, GA",   13 ,GA
13127 ,"GLYNN COUNTY, GA",   13 ,GA
13129 ,"GORDON COUNTY, GA",   13 ,GA
13131 ,"GRADY COUNTY, GA",   13 ,GA
13133 ,"GREENE COUNTY, GA",   13 ,GA
13135 ,"GWINNETT COUNTY, GA",   13 ,GA
13137 ,"HABERSHAM COUNTY, GA",   13 ,GA
13139 ,"HALL COUNTY, GA",   13 ,GA
13141 ,"HANCOCK COUNTY, GA",   13 ,GA
13143 ,"HARALSON COUNTY, GA",   13 ,GA
13145 ,"HARRIS COUNTY, GA",   13 ,GA
13147 ,"HART COUNTY, GA",   13 ,GA
13149 ,"HEARD COUNTY, GA",   13 ,GA
13151 ,"HENRY COUNTY, GA",   13 ,GA
13153 ,"HOUSTON COUNTY, GA",   13 ,GA
13155 ,"IRWIN COUNTY, GA",   13 ,GA
13157 ,"JACKSON COUNTY, GA",   13 ,GA
13159 ,"JASPER COUNTY, GA",   13 ,GA
13161 ,"JEFF DAVIS COUNTY, GA",   13 ,GA
13163 ,"JEFFERSON COUNTY, GA",   13 ,GA
13165 ,"JENKINS COUNTY, GA",   13 ,GA
13167 ,"JOHNSON COUNTY, GA",   13 ,GA
13169 ,"JONES COUNTY, GA",   13 ,GA
13171 ,"LAMAR COUNTY, GA",   13 ,GA
13173 ,"LANIER COUNTY, GA",   13 ,GA
13175 ,"LAURENS COUNTY, GA",   13 ,GA
13177 ,"LEE COUNTY, GA",   13 ,GA
13179 ,"LIBERTY COUNTY, GA",   13 ,GA
13181 ,"LINCOLN COUNTY, GA",   13 ,GA
13183 ,"LONG COUNTY, GA",   13 ,GA
13185 ,"LOWNDES COUNTY, GA",   13 ,GA
13187 ,"LUMPKIN COUNTY, GA",   13 ,GA
13189 ,"MCDUFFIE COUNTY, GA",   13 ,GA
13191 ,"MCINTOSH COUNTY, GA",   13 ,GA
13193 ,"MACON COUNTY, GA",   13 ,GA
13195 ,"MADISON COUNTY, GA",   13 ,GA
13197 ,"MARION COUNTY, GA",   13 ,GA
13199 ,"MERIWETHER COUNTY, GA",   13 ,GA
13201 ,"MILLER COUNTY, GA",   13 ,GA
13205 ,"MITCHELL COUNTY, GA",   13 ,GA
13207 ,"MONROE COUNTY, GA",   13 ,GA
13209 ,"MONTGOMERY COUNTY, GA",   13 ,GA
13211 ,"MORGAN COUNTY, GA",   13 ,GA
13213 ,"MURRAY COUNTY, GA",   13 ,GA
13215 ,"MUSCOGEE COUNTY, GA",   13 ,GA
13217 ,"NEWTON COUNTY, GA",   13 ,GA
13219 ,"OCONEE COUNTY, GA",   13 ,GA
13221 ,"OGLETHORPE COUNTY, GA",   13 ,GA
13223 ,"PAULDING COUNTY, GA",   13 ,GA
13225 ,"PEACH COUNTY, GA",   13 ,GA
13227 ,"PICKENS COUNTY, GA",   13 ,GA
13229 ,"PIERCE COUNTY, GA",   13 ,GA
13231 ,"PIKE COUNTY, GA",   13 ,GA
13233 ,"POLK COUNTY, GA",   13 ,GA
13235 ,"PULASKI COUNTY, GA",   13 ,GA
13237 ,"PUTNAM COUNTY, GA",   13 ,GA
13239 ,"QUITMAN COUNTY, GA",   13 ,GA
13241 ,"RABUN COUNTY, GA",   13 ,GA
13243 ,"RANDOLPH COUNTY, GA",   13 ,GA
13245 ,"RICHMOND COUNTY, GA",   13 ,GA
13247 ,"ROCKDALE COUNTY, GA",   13 ,GA
13249 ,"SCHLEY COUNTY, GA",   13 ,GA
13251 ,"SCREVEN COUNTY, GA",   13 ,GA
13253 ,"SEMINOLE COUNTY, GA",   13 ,GA
13255 ,"SPALDING COUNTY, GA",   13 ,GA
13257 ,"STEPHENS COUNTY, GA",   13 ,GA
13259 ,"STEWART COUNTY, GA",   13 ,GA
13261 ,"SUMTER COUNTY, GA",   13 ,GA
13263 ,"TALBOT COUNTY, GA",   13 ,GA
13265 ,"TALIAFERRO COUNTY, GA",   13 ,GA
13267 ,"TATTNALL COUNTY, GA",   13 ,GA
13269 ,"TAYLOR COUNTY, GA",   13 ,GA
13271 ,"TELFAIR COUNTY, GA",   13 ,GA
13273 ,"TERRELL COUNTY, GA",   13 ,GA
13275 ,"THOMAS COUNTY, GA",   13 ,GA
13277 ,"TIFT COUNTY, GA",   13 ,GA
13279 ,"TOOMBS COUNTY, GA",   13 ,GA
13281 ,"TOWNS COUNTY, GA",   13 ,GA
13283 ,"TREUTLEN COUNTY, GA",   13 ,GA
13285 ,"TROUP COUNTY, GA",   13 ,GA
13287 ,"TURNER COUNTY, GA",   13 ,GA
13289 ,"TWIGGS COUNTY, GA",   13 ,GA
13291 ,"UNION COUNTY, GA",   13 ,GA
13293 ,"UPSON COUNTY, GA",   13 ,GA
13295 ,"WALKER COUNTY, GA",   13 ,GA
13297 ,"WALTON COUNTY, GA",   13 ,GA
13299 ,"WARE COUNTY, GA",   13 ,GA
13301 ,"WARREN COUNTY, GA",   13 ,GA
13303 ,"WASHINGTON COUNTY, GA",   13 ,GA
13305 ,"WAYNE COUNTY, GA",   13 ,GA
13307 ,"WEBSTER COUNTY, GA",   13 ,GA
13309 ,"WHEELER COUNTY, GA",   13 ,GA
13311 ,"WHITE COUNTY, GA",   13 ,GA
13313 ,"WHITFIELD COUNTY, GA",   13 ,GA
13315 ,"WILCOX COUNTY, GA",   13 ,GA
13317 ,"WILKES COUNTY, GA",   13 ,GA
13319 ,"WILKINSON COUNTY, GA",   13 ,GA
13321 ,"WORTH COUNTY, GA",   13 ,GA
16000 ,"IDAHO, ID",   16 ,ID
16001 ,"ADA COUNTY, ID",   16 ,ID
16003 ,"ADAMS COUNTY, ID",   16 ,ID
16005 ,"BANNOCK COUNTY, ID",   16 ,ID
16007 ,"BEAR LAKE COUNTY, ID",   16 ,ID
16009 ,"BENEWAH COUNTY, ID",   16 ,ID
16011 ,"BINGHAM COUNTY, ID",   16 ,ID
16013 ,"BLAINE COUNTY, ID",   16 ,ID
16015 ,"BOISE COUNTY, ID",   16 ,ID
16017 ,"BONNER COUNTY, ID",   16 ,ID
16019 ,"BONNEVILLE COUNTY, ID",   16 ,ID
16021 ,"BOUNDARY COUNTY, ID",   16 ,ID
16023 ,"BUTTE COUNTY, ID",   16 ,ID
16025 ,"CAMAS COUNTY, ID",   16 ,ID
16027 ,"CANYON COUNTY, ID",   16 ,ID
16029 ,"CARIBOU COUNTY, ID",   16 ,ID
16031 ,"CASSIA COUNTY, ID",   16 ,ID
16033 ,"CLARK COUNTY, ID",   16 ,ID
16035 ,"CLEARWATER COUNTY, ID",   16 ,ID
16037 ,"CUSTER COUNTY, ID",   16 ,ID
16039 ,"ELMORE COUNTY, ID",   16 ,ID
16041 ,"FRANKLIN COUNTY, ID",   16 ,ID
16043 ,"FREMONT COUNTY, ID",   16 ,ID
16045 ,"GEM COUNTY, ID",   16 ,ID
16047 ,"GOODING COUNTY, ID",   16 ,ID
16049 ,"IDAHO COUNTY, ID",   16 ,ID
16051 ,"JEFFERSON COUNTY, ID",   16 ,ID
16053 ,"JEROME COUNTY, ID",   16 ,ID
16055 ,"KOOTENAI COUNTY, ID",   16 ,ID
16057 ,"LATAH COUNTY, ID",   16 ,ID
16059 ,"LEMHI COUNTY, ID",   16 ,ID
16061 ,"LEWIS COUNTY, ID",   16 ,ID
16063 ,"LINCOLN COUNTY, ID",   16 ,ID
16065 ,"MADISON COUNTY, ID",   16 ,ID
16067 ,"MINIDOKA COUNTY, ID",   16 ,ID
16069 ,"NEZ PERCE COUNTY, ID",   16 ,ID
16071 ,"ONEIDA COUNTY, ID",   16 ,ID
16073 ,"OWYHEE COUNTY, ID",   16 ,ID
16075 ,"PAYETTE COUNTY, ID",   16 ,ID
16077 ,"POWER COUNTY, ID",   16 ,ID
16079 ,"SHOSHONE COUNTY, ID",   16 ,ID
16081 ,"TETON COUNTY, ID",   16 ,ID
16083 ,"TWIN FALLS COUNTY, ID",   16 ,ID
16085 ,"VALLEY COUNTY, ID",   16 ,ID
16087 ,"WASHINGTON COUNTY, ID",   16 ,ID
28000 ,"MISSISSIPPI, MS",   28 ,MS
28001 ,"ADAMS COUNTY, MS",   28 ,MS
28003 ,"ALCORN COUNTY, MS",   28 ,MS
28005 ,"AMITE COUNTY, MS",   28 ,MS
28007 ,"ATTALA COUNTY, MS",   28 ,MS
28009 ,"BENTON COUNTY, MS",   28 ,MS
28011 ,"BOLIVAR COUNTY, MS",   28 ,MS
28013 ,"CALHOUN COUNTY, MS",   28 ,MS
28015 ,"CARROLL COUNTY, MS",   28 ,MS
28017 ,"CHICKASAW COUNTY, MS",   28 ,MS
28019 ,"CHOCTAW COUNTY, MS",   28 ,MS
28021 ,"CLAIBORNE COUNTY, MS",   28 ,MS
28023 ,"CLARKE COUNTY, MS",   28 ,MS
28025 ,"CLAY COUNTY, MS",   28 ,MS
28027 ,"COAHOMA COUNTY, MS",   28 ,MS
28029 ,"COPIAH COUNTY, MS",   28 ,MS
28031 ,"COVINGTON COUNTY, MS",   28 ,MS
28033 ,"DESOTO COUNTY, MS",   28 ,MS
28035 ,"FORREST COUNTY, MS",   28 ,MS
28037 ,"FRANKLIN COUNTY, MS",   28 ,MS
28039 ,"GEORGE COUNTY, MS",   28 ,MS
28041 ,"GREENE COUNTY, MS",   28 ,MS
28043 ,"GRENADA COUNTY, MS",   28 ,MS
28045 ,"HANCOCK COUNTY, MS",   28 ,MS
28047 ,"HARRISON COUNTY, MS",   28 ,MS
28049 ,"HINDS COUNTY, MS",   28 ,MS
28051 ,"HOLMES COUNTY, MS",   28 ,MS
28053 ,"HUMPHREYS COUNTY, MS",   28 ,MS
28055 ,"ISSAQUENA COUNTY, MS",   28 ,MS
28057 ,"ITAWAMBA COUNTY, MS",   28 ,MS
28059 ,"JACKSON COUNTY, MS",   28 ,MS
28061 ,"JASPER COUNTY, MS",   28 ,MS
28063 ,"JEFFERSON COUNTY, MS",   28 ,MS
28065 ,"JEFFERSON DAVIS COUNTY, MS",   28 ,MS
28067 ,"JONES COUNTY, MS",   28 ,MS
28069 ,"KEMPER COUNTY, MS",   28 ,MS
28071 ,"LAFAYETTE COUNTY, MS",   28 ,MS
28073 ,"LAMAR COUNTY, MS",   28 ,MS
28075 ,"LAUDERDALE COUNTY, MS",   28 ,MS
28077 ,"LAWRENCE COUNTY, MS",   28 ,MS
28079 ,"LEAKE COUNTY, MS",   28 ,MS
28081 ,"LEE COUNTY, MS",   28 ,MS
28083 ,"LEFLORE COUNTY, MS",   28 ,MS
28085 ,"LINCOLN COUNTY, MS",   28 ,MS
28087 ,"LOWNDES COUNTY, MS",   28 ,MS
28089 ,"MADISON COUNTY, MS",   28 ,MS
28091 ,"MARION COUNTY, MS",   28 ,MS
28093 ,"MARSHALL COUNTY, MS",   28 ,MS
28095 ,"MONROE COUNTY, MS",   28 ,MS
28097 ,"MONTGOMERY COUNTY, MS",   28 ,MS
28099 ,"NESHOBA COUNTY, MS",   28 ,MS
28101 ,"NEWTON COUNTY, MS",   28 ,MS
28103 ,"NOXUBEE COUNTY, MS",   28 ,MS
28105 ,"OKTIBBEHA COUNTY, MS",   28 ,MS
28107 ,"PANOLA COUNTY, MS",   28 ,MS
28109 ,"PEARL RIVER COUNTY, MS",   28 ,MS
28111 ,"PERRY COUNTY, MS",   28 ,MS
28113 ,"PIKE COUNTY, MS",   28 ,MS
28115 ,"PONTOTOC COUNTY, MS",   28 ,MS
28117 ,"PRENTISS COUNTY, MS",   28 ,MS
28119 ,"QUITMAN COUNTY, MS",   28 ,MS
28121 ,"RANKIN COUNTY, MS",   28 ,MS
28123 ,"SCOTT COUNTY, MS",   28 ,MS
28125 ,"SHARKEY COUNTY, MS",   28 ,MS
28127 ,"SIMPSON COUNTY, MS",   28 ,MS
28129 ,"SMITH COUNTY, MS",   28 ,MS
28131 ,"STONE COUNTY, MS",   28 ,MS
28133 ,"SUNFLOWER COUNTY, MS",   28 ,MS
28135 ,"TALLAHATCHIE COUNTY, MS",   28 ,MS
28137 ,"TATE COUNTY, MS",   28 ,MS
28139 ,"TIPPAH COUNTY, MS",   28 ,MS
28141 ,"TISHOMINGO COUNTY, MS",   28 ,MS
